gene_id gene_name gene_type chr logFC AveExpr t P.Value adj.P.Val z.std qvalue
ENSG00000000003.14 TSPAN6 protein_coding chrX 0.099405978661558 5.89887931257184 1.30094839804979 0.194524194644974 0.387441699940654 1.29731101870517 0.189463942398062
ENSG00000000419.12 DPM1 protein_coding chr20 -0.1635221985129 5.42344038167272 -2.67987043904821 0.0078765767547156 0.0632063885911438 -2.65731517230987 0.030908731737075
ENSG00000000457.13 SCYL3 protein_coding chr1 -0.11515943164213 4.31796917383876 -2.49045238277922 0.0134402644454483 0.0847802984051128 -2.47188526422658 0.0414586493296339
ENSG00000000460.16 C1orf112 protein_coding chr1 0.096563274769655 4.04394503246372 1.75005178053693 0.0814778739130355 0.231066055563389 1.7421747324712 0.112994253969346
ENSG00000000938.12 FGR protein_coding chr1 0.607904055381294 -0.920230149120862 2.90240132590701 0.00414275605965314 0.044940467661517 2.86708203984514 0.0219764629818315
ENSG00000000971.15 CFH protein_coding chr1 -0.0961791832884367 1.77797552508634 -0.341886182557151 0.732766082567316 0.849874241644026 -0.341448348746402 0.415599364727918
ENSG00000001036.13 FUCA2 protein_coding chr6 0.0134059824422764 4.01403132397724 0.197365019412487 0.843714107992531 0.916508189835364 0.19714495077285 0.448184216910357
ENSG00000001084.11 GCLC protein_coding chr6 -0.14598138530968 4.61491826193342 -2.21033935922254 0.0281299531222625 0.126291983538811 -2.19546926704771 0.061758393838865
ENSG00000001167.14 NFYA protein_coding chr6 0.07649948324597 6.17192567760828 0.963017779254406 0.336623009711885 0.538095806612682 0.9608591163397 0.263135725773245
ENSG00000001460.17 STPG1 protein_coding chr1 -0.256355265654461 2.36764235025741 -2.01726220648246 0.044785763964566 0.163502887783416 -2.0066610692532 0.0799550015335439
ENSG00000001461.16 NIPAL3 protein_coding chr1 0.351286950415947 3.71547674407506 3.78128031301236 0.000198920847487898 0.0115637596217655 3.72038304221729 0.00565482622861402
ENSG00000001497.16 LAS1L protein_coding chrX 0.165482277924919 6.15753188594427 3.04332773714906 0.00260016104238992 0.0357700018902339 3.01143495388606 0.0174919880300647
ENSG00000001561.6 ENPP4 protein_coding chr6 -0.117618743036812 3.61957791538605 -1.40743428931259 0.160650748606182 0.346098616187536 -1.40288629401217 0.169246646118496
ENSG00000001617.11 SEMA3F protein_coding chr3 0.258627897933046 4.46437077579958 1.81988490635592 0.070022359660686 0.211387741401205 1.81176600676865 0.103371306874374
ENSG00000001626.14 CFTR protein_coding chr7 0.255809930773054 1.94456699761158 1.5504638064179 0.122377999197372 0.293452257987977 1.54486880971252 0.143501904189796
ENSG00000001629.9 ANKIB1 protein_coding chr7 -0.0563640959759544 6.44693908339995 -1.07672797902939 0.282749861255062 0.485840996600006 -1.07416248916324 0.237582455911535
ENSG00000001630.15 CYP51A1 protein_coding chr7 -0.0926558247226776 7.24420765339136 -1.24599097251758 0.213998936760715 0.410697022456226 -1.24264430261811 0.200836092288519
ENSG00000001631.15 KRIT1 protein_coding chr7 0.0188560775755787 5.35150825012408 0.482752805062068 0.629738117605869 0.780629280492559 0.482095484243524 0.381737693841776
