gene_id gene_name gene_type chr logFC AveExpr t P.Value adj.P.Val B qvalue
ENSG00000000003.14 TSPAN6 protein_coding chrX -0.735301019694494 5.89887931257184 -12.3814221724863 1.1801212423241e-27 6.10474465853059e-27 51.8591668912127 5.66032556172443e-28
ENSG00000000419.12 DPM1 protein_coding chr20 0.0318646574795584 5.42344038167272 0.773985866074884 0.439687182277656 0.466123986075151 -7.4288992835316 0.0432190642015996
ENSG00000000457.13 SCYL3 protein_coding chr1 -0.383607801258466 4.31796917383876 -8.62062751740363 8.47439375466426e-16 2.14835883124145e-15 24.9298173422187 1.99196053044411e-16
ENSG00000000460.16 C1orf112 protein_coding chr1 -1.26414367692775 4.04394503246372 -17.1721463890262 6.8372043797471e-44 1.84993115122681e-42 89.1682967050552 1.71525807686113e-43
ENSG00000000938.12 FGR protein_coding chr1 0.80606790326413 -0.920230149120862 4.37330664140368 1.81236871235745e-05 2.6707155107056e-05 2.44853239842341 2.47629018393367e-06
ENSG00000000971.15 CFH protein_coding chr1 -1.55080834301465 1.77797552508634 -5.132788484997 5.82502207944823e-07 9.32236406572789e-07 5.32722581396911 8.6437056041656e-08
ENSG00000001036.13 FUCA2 protein_coding chr6 -0.238590964741897 4.01403132397724 -5.15388637669342 5.26356363834062e-07 8.44221543669018e-07 5.11312577000438 7.82763088495564e-08
ENSG00000001084.11 GCLC protein_coding chr6 -0.289897276347032 4.61491826193342 -6.70639494262577 1.37362824315274e-10 2.658216641935e-10 13.0594406782965 2.46470121988159e-11
ENSG00000001167.14 NFYA protein_coding chr6 0.0177551986710034 6.17192567760828 0.283530535674141 0.77701020375969 0.793728337819589 -7.71879077171412 0.0735945735805217
ENSG00000001460.17 STPG1 protein_coding chr1 0.178542910133276 2.36764235025741 1.81384517164854 0.0709278901367861 0.0820035350751133 -5.5618635186411 0.00760337625405539
ENSG00000001461.16 NIPAL3 protein_coding chr1 -0.000530864651665016 3.71547674407506 -0.00746391953882287 0.99405079787846 0.994564216190812 -7.38726378400884 0.092216096996206
ENSG00000001497.16 LAS1L protein_coding chrX 0.0450001755875087 6.15753188594427 1.09282853566939 0.275545094744765 0.299355535609343 -7.15268289355996 0.0277562762250096
ENSG00000001561.6 ENPP4 protein_coding chr6 0.39534427000867 3.61957791538605 6.22162719946286 2.11985319244136e-09 3.85058204925875e-09 10.5382860953263 3.57026365885428e-10
ENSG00000001617.11 SEMA3F protein_coding chr3 1.1352882742053 4.46437077579958 10.8684636138413 1.05293490465292e-22 3.92101382887031e-22 40.6879291783163 3.63556807775998e-23
ENSG00000001626.14 CFTR protein_coding chr7 -0.918637941893172 1.94456699761158 -7.13717561601074 1.08068156530952e-11 2.21751224270293e-11 16.005632486643 2.0560796450788e-12
ENSG00000001629.9 ANKIB1 protein_coding chr7 0.21867412278775 6.44693908339995 6.12409736625399 3.61508618895994e-09 6.48829510213373e-09 9.70542674349834 6.01595392975189e-10
ENSG00000001630.15 CYP51A1 protein_coding chr7 0.568731916806449 7.24420765339136 9.00859887780718 6.12639658015526e-17 1.64698335413392e-16 27.323630202121 1.52708466948113e-17
ENSG00000001631.15 KRIT1 protein_coding chr7 -0.633300719095209 5.35150825012408 -15.3402610740962 1.17219352839729e-37 1.4540152682528e-36 74.8197074270871 1.34816446065902e-37
ENSG00000002016.17 RAD52 protein_coding chr12 -0.747293236690745 4.4391298027941 -11.3623751688105 2.66888749400715e-24 1.09656599765435e-23 44.3365322435558 1.01673712723879e-24
ENSG00000002330.13 BAD protein_coding chr11 2.04348378591785 3.95854543193734 14.6648123911569 2.34342290883966e-35 2.26921666389784e-34 69.6391596286538 2.10402003789028e-35
ENSG00000002549.12 LAP3 protein_coding chr4 0.416960415126289 4.3119529273422 8.58181081508775 1.09867619659436e-15 2.7689344007459e-15 24.6446430640319 2.56735884037002e-16
ENSG00000002586.19 CD99 protein_coding chrX -0.0591548853440314 4.64787875895783 -0.666294096853498 0.505851575080414 0.531373428164743 -7.4041634276162 0.0492689992211074
ENSG00000002587.9 HS3ST1 protein_coding chr4 2.58007436676921 2.59928557701399 16.9809813981704 3.04436273085031e-43 7.45950259426236e-42 87.6641831141468 6.91645852100488e-43
ENSG00000002745.12 WNT16 protein_coding chr7 0.671564947735895 -1.57071549122066 2.4891160283126 0.0134724338486019 0.0164794062367551 -3.59868651204496 0.00152797225079022
ENSG00000002746.14 HECW1 protein_coding chr7 -0.179994587633354 5.85536334260076 -2.01961457021052 0.0445148500359296 0.0522514040072547 -5.68691775696583 0.00484475558408438
ENSG00000002822.15 MAD1L1 protein_coding chr7 0.892789707939849 3.65239768955895 10.29455505837 7.02538410251127e-21 2.34912262257509e-20 36.5905476681696 2.17810892542514e-21
ENSG00000002834.17 LASP1 protein_coding chr17 0.626220217973802 7.38751589224541 10.73774198429 2.76035494016135e-22 1.00352718092884e-21 39.5323426130566 9.3047144013784e-23
ENSG00000002919.14 SNX11 protein_coding chr17 0.255053073164041 3.80756803369403 5.26404809849797 3.08518325321692e-07 5.00805619962795e-07 5.68337106883828 4.64347488828956e-08
ENSG00000002933.7 TMEM176A protein_coding chr7 -1.09928046566891 -0.588554853518848 -5.39933552593873 1.58289813140244e-07 2.60474287056451e-07 6.9421108921892 2.41512028375722e-08
ENSG00000003056.7 M6PR protein_coding chr12 -0.825314146357698 4.6107529426309 -12.071281342888 1.26012635404748e-26 6.09441669417691e-26 49.6252901603976 5.65074946249315e-27
ENSG00000003096.14 KLHL13 protein_coding chrX -0.205689691966358 4.51567411957625 -1.79936314874818 0.0731946956464758 0.0845466174252099 -5.96820643323087 0.00783917111259557
ENSG00000003137.8 CYP26B1 protein_coding chr2 1.11433317066454 2.15100617918693 4.03181365888853 7.39976837381117e-05 0.000105299337644458 0.68274372322905 9.76336547784523e-06
ENSG00000003147.17 ICA1 protein_coding chr7 1.21632104214244 3.29446971564929 11.5761533983269 5.35729164519476e-25 2.30154475703562e-24 46.0127418387001 2.13399467928562e-25
ENSG00000003249.13 DBNDD1 protein_coding chr16 1.52039832536668 4.66736804209727 13.637644848333 7.17495648348507e-32 5.12696484787448e-31 61.6263776066369 4.7537271099348e-32
ENSG00000003393.14 ALS2 protein_coding chr2 0.164455239579177 6.02020271561536 4.50152594472527 1.04469882553497e-05 1.56340910050748e-05 2.00006326816279 1.44959453507513e-06
ENSG00000003400.14 CASP10 protein_coding chr2 -0.484556480382805 1.89389462653383 -6.91381857787821 4.08930347385969e-11 8.12784827223703e-11 14.6520775566315 7.53614932491454e-12
ENSG00000003402.19 CFLAR protein_coding chr2 -0.672248630873094 6.0213200337069 -12.0036202113966 2.10851859981788e-26 1.00295562023203e-25 49.0032625912316 9.29941488468579e-27
ENSG00000003436.15 TFPI protein_coding chr2 0.0116855957451998 4.40014905111468 0.150173135916988 0.880751878475693 0.891020825195041 -7.55262514210636 0.0826155430732503
ENSG00000003509.15 NDUFAF7 protein_coding chr2 -0.15702850972409 4.40147990517433 -4.06842051738529 6.39107105489812e-05 9.13088787964058e-05 0.460712085182131 8.46616868637543e-06
ENSG00000003756.16 RBM5 protein_coding chr3 -0.389021724632595 8.17766646822414 -10.0649105960278 3.68398675841787e-20 1.18024268393547e-19 34.6803244315123 1.09432223730815e-20
ENSG00000003987.13 MTMR7 protein_coding chr8 0.520602243033204 4.53467298236818 9.32630182800138 6.84151968212608e-18 1.94083632921515e-17 29.6761951764024 1.79954545191808e-18
ENSG00000003989.17 SLC7A2 protein_coding chr8 -1.49418695008394 1.12425071543525 -7.27112756388133 4.80433655550934e-12 1.00395757609137e-11 16.8053969297079 9.30870502977713e-13
