gene_id gene_name gene_type chr logFC AveExpr t P.Value adj.P.Val z.std qvalue
ENSG00000000003.14 TSPAN6 protein_coding chrX -0.76497785637756 5.89887931257184 -7.75949715683296 8.89281306486675e-09 3.38896601740725e-08 -5.75059839356002 4.50450334057641e-09
ENSG00000000419.12 DPM1 protein_coding chr20 0.000927007229839497 5.42344038167272 0.0128188022124412 0.989825515281365 0.991176044693915 0.0127521711511516 0.131743894199295
ENSG00000000457.13 SCYL3 protein_coding chr1 -0.298196733054389 4.31796917383876 -3.74144255826882 0.000442730380919738 0.000738890745643384 -3.51320821837208 9.82109532812013e-05
ENSG00000000460.16 C1orf112 protein_coding chr1 -1.31495863212553 4.04394503246372 -9.21902354970183 2.94973642972123e-11 2.87848517856563e-10 -6.64905855376644 3.82598882256377e-11
ENSG00000000938.12 FGR protein_coding chr1 0.749772743547546 -0.920230149120862 3.25971808928313 0.00217794309570665 0.00332486476753137 3.06482923812443 0.000441930204533832
ENSG00000000971.15 CFH protein_coding chr1 -1.36316808226427 1.77797552508634 -2.851370539766 0.00665930585219323 0.00953727545264872 -2.71341794353322 0.00126766361526755
ENSG00000001036.13 FUCA2 protein_coding chr6 -0.225988000688851 4.01403132397724 -3.36932645868917 0.00143047013522249 0.00223847734202282 -3.18843126599481 0.000297531123450469
ENSG00000001084.11 GCLC protein_coding chr6 -0.333939018438982 4.61491826193342 -5.22484269867509 3.77351102257704e-06 8.4429674627778e-06 -4.62348221882548 1.12221175854566e-06
ENSG00000001167.14 NFYA protein_coding chr6 0.00183404078628677 6.17192567760828 0.021723343676413 0.982758157328333 0.985331408423341 0.0216111272690338 0.130967044166865
ENSG00000001460.17 STPG1 protein_coding chr1 0.0967169127689267 2.36764235025741 0.622175218497661 0.536948398891848 0.575397523762305 0.617434155922574 0.0764799662974973
ENSG00000001461.16 NIPAL3 protein_coding chr1 0.0100934334207025 3.71547674407506 0.115369521009368 0.908572565627 0.920170030528632 0.114839214948483 0.122306005876849
ENSG00000001497.16 LAS1L protein_coding chrX 0.0260103210204512 6.15753188594427 0.513051653241505 0.609809949025041 0.644884272462 0.510344761072893 0.085715918798521
ENSG00000001561.6 ENPP4 protein_coding chr6 0.416007531586962 3.61957791538605 4.51886766871743 4.07987922586686e-05 7.8530207282722e-05 4.10290890170259 1.04379795850479e-05
ENSG00000001617.11 SEMA3F protein_coding chr3 1.1827928380583 4.46437077579958 8.35138087147748 7.78279683403393e-10 4.11670220524545e-09 6.14929528084526 5.47178659816525e-10
ENSG00000001626.14 CFTR protein_coding chr7 -0.943263895971579 1.94456699761158 -4.68604587954846 3.17271667465985e-05 6.21281061783864e-05 -4.16070141333514 8.25786568489506e-06
ENSG00000001629.9 ANKIB1 protein_coding chr7 0.250315637081881 6.44693908339995 4.60565060838882 3.69771846031357e-05 7.16677079224947e-05 4.12559851920244 9.52583850325279e-06
ENSG00000001630.15 CYP51A1 protein_coding chr7 0.472765039255104 7.24420765339136 3.89180621257326 0.000304919565373908 0.000521037371410169 3.61108426314152 6.92545917553302e-05
ENSG00000001631.15 KRIT1 protein_coding chr7 -0.633823177579986 5.35150825012408 -11.0568084801588 8.1710545980659e-13 1.85231603205062e-11 -7.15825485386321 2.46203818843799e-12
ENSG00000002016.17 RAD52 protein_coding chr12 -0.794168377155444 4.4391298027941 -6.41029477272428 8.21085383824912e-08 2.46970593420287e-07 -5.36243275660089 3.2826527541782e-08
ENSG00000002330.13 BAD protein_coding chr11 2.18290928568444 3.95854543193734 10.2220653020252 2.02485422236187e-11 2.13951903255441e-10 6.70421970150423 2.84377907003664e-11
ENSG00000002549.12 LAP3 protein_coding chr4 0.366388141522951 4.3119529273422 4.52461578251283 4.83492913929062e-05 9.20874155054768e-05 4.06346636851233 1.22399595817376e-05
ENSG00000002586.19 CD99 protein_coding chrX 0.0326618469257126 4.64787875895783 0.23336503066867 0.816611968817252 0.836656771681426 0.231904783874188 0.111205695294583
ENSG00000002587.9 HS3ST1 protein_coding chr4 2.61575700883168 2.59928557701399 10.5690470422827 2.28418821065646e-13 6.76196489789963e-12 7.33101340066279 8.98778368239657e-13
ENSG00000002745.12 WNT16 protein_coding chr7 0.80017790442669 -1.57071549122066 2.08106065587137 0.0421981545903502 0.0541794870934042 2.03156064151518 0.00720136110392955
ENSG00000002746.14 HECW1 protein_coding chr7 -0.203271842337146 5.85536334260076 -1.53543022424654 0.133772461603982 0.159573895346914 -1.499390095278 0.0212100428557525
ENSG00000002822.15 MAD1L1 protein_coding chr7 0.880436739065727 3.65239768955895 6.79270000791058 5.23693072266908e-08 1.65044368847903e-07 5.44307254250602 2.19371603905159e-08
ENSG00000002834.17 LASP1 protein_coding chr17 0.657125048676034 7.38751589224541 5.32711005139314 4.65022841216923e-06 1.02514547248997e-05 4.57997889996579 1.36258999992592e-06
ENSG00000002919.14 SNX11 protein_coding chr17 0.337551610818873 3.80756803369403 4.40947086342354 4.15452980171367e-05 7.98362294647443e-05 4.0987134597126 1.06115718031926e-05
ENSG00000002933.7 TMEM176A protein_coding chr7 -1.09873433807693 -0.588554853518848 -3.7061384299115 0.000532567851666495 0.000880398886837507 -3.46381741972852 0.000117019754887756
ENSG00000003056.7 M6PR protein_coding chr12 -0.756028891206604 4.6107529426309 -6.4467859839513 3.52003084354588e-08 1.15138019086754e-07 -5.51338199286457 1.5303770794386e-08
ENSG00000003096.14 KLHL13 protein_coding chrX -0.133644034608716 4.51567411957625 -0.798359531471094 0.428081779531824 0.469124150107232 -0.792478403395104 0.0623544553249842
ENSG00000003137.8 CYP26B1 protein_coding chr2 1.10204013051864 2.15100617918693 3.92212800364686 0.000114612436266301 0.00020743767492752 3.85737248561698 2.75719406707798e-05
ENSG00000003147.17 ICA1 protein_coding chr7 1.43570364921268 3.29446971564929 6.35020874506268 2.60504292455129e-07 7.07232214442763e-07 5.14998715993703 9.40030043428392e-08
ENSG00000003249.13 DBNDD1 protein_coding chr16 1.53991360907141 4.66736804209727 8.99615967284974 5.34058528288877e-08 1.67830631887248e-07 5.43958157127831 2.23075014061528e-08
ENSG00000003393.14 ALS2 protein_coding chr2 0.157243345022802 6.02020271561536 2.93384065596116 0.0052200659782511 0.00758319522811669 2.79313030340589 0.00100793363113827
ENSG00000003400.14 CASP10 protein_coding chr2 -0.49758252626146 1.89389462653383 -5.52543273720852 2.09966066445722e-06 4.89004666716244e-06 -4.7435876173569 6.499690889394e-07
ENSG00000003402.19 CFLAR protein_coding chr2 -0.679882580240889 6.0213200337069 -9.06587869848392 2.3839723383452e-12 4.174084370538e-11 -7.00995356423334 5.5480571048396e-12
ENSG00000003436.15 TFPI protein_coding chr2 -0.0272041571328632 4.40014905111468 -0.26215015298857 0.794514572918188 0.815915326922864 -0.260452730491787 0.108448809957774
ENSG00000003509.15 NDUFAF7 protein_coding chr2 -0.240382000868126 4.40147990517433 -3.58946203782045 0.000873555545442274 0.00140711544375128 -3.3283706675084 0.000187029205498009
ENSG00000003756.16 RBM5 protein_coding chr3 -0.330615429630388 8.17766646822414 -4.76316945057842 2.96680039830505e-05 5.82772635393611e-05 -4.17599982976103 7.74602421341301e-06
ENSG00000003987.13 MTMR7 protein_coding chr8 0.60572341831678 4.53467298236818 6.36864750305171 4.55309401410098e-07 1.18865820888001e-06 5.044247601231 1.57992580781319e-07
ENSG00000003989.17 SLC7A2 protein_coding chr8 -1.3322229786595 1.12425071543525 -4.66824754372993 1.84267791556924e-05 3.72212486293997e-05 -4.28314766447475 4.94732723581065e-06
ENSG00000004059.10 ARF5 protein_coding chr7 1.39747334819463 6.35334016142659 10.5130442898314 1.23075903863565e-11 1.46082140879571e-10 6.77655419879321 1.94167627592209e-11
ENSG00000004139.13 SARM1 protein_coding chr17 0.265431727807509 5.83329267673726 3.86513572394274 0.000387420763641801 0.000652205804337826 3.5485076368658 8.66890729884243e-05
ENSG00000004142.11 POLDIP2 protein_coding chr17 0.483028117876522 5.57850784801352 8.45166676277513 1.59790128109193e-09 7.59865906186641e-09 6.03416157137507 1.00998903359512e-09
ENSG00000004399.12 PLXND1 protein_coding chr3 -0.47204825295036 4.69711218485461 -3.42058768782453 0.00116186128026345 0.00184220223157443 -3.24808115208289 0.000244859525398633
ENSG00000004455.16 AK2 protein_coding chr1 -0.567402074390335 6.13095412408404 -9.50253100780648 1.78233651384886e-12 3.31510827401624e-11 -7.05053306646525 4.40633403167117e-12
ENSG00000004468.12 CD38 protein_coding chr4 0.782243174010651 -0.713127882072451 3.32257567451189 0.00151494108559486 0.00236310416947111 3.17180612159904 0.000314096115772103
