gene_id gene_name gene_type chr logFC AveExpr t P.Value adj.P.Val z.std qvalue
ENSG00000000003.14 TSPAN6 protein_coding chrX -0.877549884419451 5.89887931257184 -16.4048530890935 2.54272453282816e-40 4.36100778200928e-39 -13.292972534627 6.33042653666918e-40
ENSG00000000419.12 DPM1 protein_coding chr20 -0.393186136024333 5.42344038167272 -8.38376887970109 5.73101854670471e-15 2.07239089882276e-14 -7.80973096525122 3.00827675529046e-15
ENSG00000000457.13 SCYL3 protein_coding chr1 -0.291222023445828 4.31796917383876 -8.72110828374276 6.94436432312484e-16 2.66546160792157e-15 -8.07149310759989 3.86917651577438e-16
ENSG00000000460.16 C1orf112 protein_coding chr1 -1.56642110877413 4.04394503246372 -38.6605768352982 4.16761720788585e-92 7.89337736555928e-90 -20.3552918292649 1.14580042129294e-90
ENSG00000000938.12 FGR protein_coding chr1 0.629263077260012 -0.920230149120862 4.82517689373485 2.97221365070674e-06 5.88297238381262e-06 4.67273070233291 8.53970603919004e-07
ENSG00000000971.15 CFH protein_coding chr1 -0.463403598544964 1.77797552508634 -2.1724111408056 0.0310737629421538 0.0414709244175706 -2.15612683086269 0.00601990763502454
ENSG00000001036.13 FUCA2 protein_coding chr6 -0.250285215942879 4.01403132397724 -4.56234742167846 8.19847114612686e-06 1.56251753698202e-05 -4.45993448238067 2.26814602829363e-06
ENSG00000001084.11 GCLC protein_coding chr6 0.0448551911974533 4.61491826193342 0.844062794133749 0.399493641441229 0.444924070916521 0.842525912719223 0.0645850520366449
ENSG00000001167.14 NFYA protein_coding chr6 -0.868841423647413 6.17192567760828 -11.1656850185132 1.73672330532691e-23 1.06736372295981e-22 -9.98705061849602 1.54938215519296e-23
ENSG00000001460.17 STPG1 protein_coding chr1 1.812254567856 2.36764235025741 16.9771155493226 1.05814325095736e-42 2.10362700026669e-41 13.6969945139496 3.05361899161906e-42
ENSG00000001461.16 NIPAL3 protein_coding chr1 0.520803113581207 3.71547674407506 6.77700935051745 9.97097495000795e-11 2.7124131701844e-10 6.46739049092176 3.93733127048792e-11
