chr gene_id gene_type gene_name logFC AveExpr t P.Value adj.P.Val z.std qvalue
chr1 ENSG00000186092.4 protein_coding OR4F5 0.0617996049340754 -4.31886816655368 0.347300673673818 0.728412705428563 0.902460974773006 0.347237759696822 0.623340165593607
chr1 ENSG00000228463.9 lincRNA AP006222.2 0.0445610330714187 -0.59093843259906 0.524600284534306 0.599944108179735 0.840242993631897 0.524480889736434 0.580365491063051
chr1 ENSG00000237094.11 lincRNA RP4-669L17.10 0.0561036802941772 -1.88698993426944 0.522673279730221 0.601276042753221 0.840727180451296 0.52256637840027 0.580699924463075
chr1 ENSG00000237491.8 lincRNA RP11-206L10.9 -0.00840089521354559 0.457889804781418 -0.148958529109505 0.881605819004203 0.960623698382223 -0.148933864746317 0.663513827147298
chr1 ENSG00000177757.2 lincRNA FAM87B 0.127302889293622 -2.23158711785446 1.19303343272108 0.233090277977448 0.56175310187417 1.19243613663439 0.3880093226558
chr1 ENSG00000225880.5 lincRNA LINC00115 0.0357437154732635 0.205514607930774 0.624426018305247 0.532438692500597 0.802890386848167 0.624287650885389 0.554565616332977
chr1 ENSG00000230699.2 lincRNA RP11-54O7.1 0.0288436161519063 -1.68812452113548 0.287631746628995 0.773670010498684 0.919669722197011 0.287577708377119 0.635226445187732
chr1 ENSG00000223764.2 lincRNA RP11-54O7.3 0.0170262638441895 -1.03442586089033 0.164575065875052 0.869301945134089 0.955598370461507 0.164545227990622 0.660042775405643
chr1 ENSG00000187634.11 protein_coding SAMD11 -0.00788028372830398 0.956229303413549 -0.0766630251880032 0.938902527772039 0.980655514092976 -0.0766493135521038 0.677350032447391
chr1 ENSG00000188976.10 protein_coding NOC2L 0.0256993324105912 5.0334538924897 1.37124463269916 0.170496968383105 0.489261828427391 1.37060870338644 0.337938767077736
chr1 ENSG00000187961.13 protein_coding KLHL17 0.0831165914907781 2.74303208332856 2.60445021768028 0.00929125962744119 0.109409969269111 2.60114712962584 0.0755707230209633
chr1 ENSG00000187583.10 protein_coding PLEKHN1 0.223507919689751 -2.56011333250119 1.72557330752576 0.0846330850246126 0.352138092740392 1.7244142603048 0.243225827128784
chr1 ENSG00000187642.9 protein_coding PERM1 0.140510589492128 -1.86347467694271 1.30975216227524 0.190491997403384 0.513314358366062 1.30912504338775 0.354552125897697
chr1 ENSG00000272512.1 lincRNA RP11-54O7.17 0.0405548353350586 1.72117637926467 0.616540613363997 0.53763579604713 0.805202747144039 0.616392054558029 0.556162790161024
chr1 ENSG00000188290.10 protein_coding HES4 -0.00525332368610255 3.58431043863005 -0.0883139341762922 0.929639312957921 0.978065563913016 -0.0882986486817772 0.675561124096577
chr1 ENSG00000187608.8 protein_coding ISG15 -0.0180750004177886 3.93400524135945 -0.287332787225591 0.773897254842425 0.919715565905602 -0.287280888642748 0.635258109964052
chr1 ENSG00000188157.14 protein_coding AGRN 0.0392743427103476 6.19027503776626 1.27465644520609 0.202627182599226 0.525712469945268 1.27410224588894 0.363115644034062
chr1 ENSG00000131591.17 protein_coding C1orf159 -0.0795589789077606 3.9044895327978 -2.92739638466728 0.00346771377186292 0.0645076970298164 -2.92291481106566 0.0445562076063643
chr1 ENSG00000223823.1 lincRNA LINC01342 0.243677954241474 -3.842973024789 1.58552770160052 0.113099503269176 0.40465590905 1.5844141530406 0.279500486344136
chr1 ENSG00000162571.13 protein_coding TTLL10 0.24479262738342 -1.96460776944631 2.04210671986784 0.0413832900529571 0.246836103487309 2.0396691451799 0.170492533110322
chr1 ENSG00000186891.13 protein_coding TNFRSF18 0.130809561149602 -1.25464947434533 1.31420674396392 0.188992132109715 0.512139124892217 1.31356648903775 0.353740378632524
chr1 ENSG00000186827.10 protein_coding TNFRSF4 -0.042015890553374 -1.28839613957094 -0.434873280841434 0.663719964084808 0.871153891828209 -0.43478297451996 0.60171600364913
chr1 ENSG00000078808.16 protein_coding SDF4 -0.00210048543592489 5.81492677155711 -0.10698929268838 0.914812015142651 0.97231866872353 -0.106970963725457 0.671591677550742
chr1 ENSG00000176022.4 protein_coding B3GALT6 0.00224256870361412 4.03312121187758 0.0863463201875394 0.931202222640637 0.978498702323929 0.0863323503103539 0.675860297774254
chr1 ENSG00000184163.3 protein_coding C1QTNF12 0.0962444432343969 -1.17861108079101 1.18924053399929 0.234549125745592 0.563266148868628 1.18872188494871 0.389054401601529
chr1 ENSG00000260179.1 lincRNA RP5-902P8.12 0.140754432050302 -1.61281085231423 1.54254765345747 0.123160098857952 0.421666031303472 1.541644116216 0.291249573250541
chr1 ENSG00000160087.20 protein_coding UBE2J2 0.0201249226062855 4.82541167866733 1.07006886494381 0.284764597131284 0.615014296177511 1.06967727854744 0.424797441593695
chr1 ENSG00000230415.1 lincRNA LINC01786 0.0293395004942247 -0.217747360660166 0.534324235976343 0.593205303902102 0.836524418257816 0.534196914139262 0.577797028321451
chr1 ENSG00000162572.20 protein_coding SCNN1D -0.0263835905047709 4.34413357342709 -1.03437668645295 0.301120160241291 0.629555204825651 -1.03403423206449 0.434841014288784
chr1 ENSG00000131584.18 protein_coding ACAP3 -0.0604425618108459 7.39563071720931 -2.50228148665581 0.0124520098324503 0.127562130553642 -2.49906890100543 0.0881086294094666
chr1 ENSG00000169972.11 protein_coding PUSL1 -0.0505737518905195 2.31434361619998 -1.59487872313607 0.110952746985653 0.400287830974571 -1.59392538946543 0.27648340462318
chr1 ENSG00000127054.20 protein_coding INTS11 -0.00999506043347167 5.93692649775321 -0.700334775299458 0.483827403870616 0.771061562973321 -0.700159975838528 0.532581081932709
chr1 ENSG00000224051.6 protein_coding CPTP -0.00954736055395559 4.34460737021408 -0.412341050659974 0.680150201781869 0.879077687877927 -0.412258174202139 0.607189060634229
chr1 ENSG00000169962.4 protein_coding TAS1R3 0.118355616135562 -0.395187263603507 1.95368226533117 0.0509639882337128 0.276838051881241 1.9517828755059 0.191215223623015
chr1 ENSG00000107404.19 protein_coding DVL1 -0.0581051828586523 6.70847816042987 -2.55702539718987 0.0106606302921109 0.117517713282466 -2.55363055914039 0.081170834978321
chr1 ENSG00000162576.16 protein_coding MXRA8 -0.0369502230210413 4.2689212041705 -1.07057515271211 0.284529746617437 0.61482501137274 -1.07019899505936 0.424666700403939
chr1 ENSG00000175756.13 protein_coding AURKAIP1 0.00798240266079617 5.90772353915098 0.445191581939631 0.656247792511994 0.867111032693038 0.445099579750652 0.598923554387351
chr1 ENSG00000221978.11 protein_coding CCNL2 0.0392751747444224 6.51398756839827 2.30539235651774 0.021275363080628 0.173932432604095 2.30306185563375 0.120137129883989
chr1 ENSG00000242485.5 protein_coding MRPL20 -0.0183071852222296 5.1615398719315 -0.994606331347189 0.320083801075531 0.647557325438519 -0.994285688680993 0.447275285861229
chr1 ENSG00000272455.1 lincRNA RP4-758J18.13 0.06655296084787 1.57154662770356 1.72483076971186 0.0847599562457126 0.352334629041059 1.72371139856773 0.243361577010083
chr1 ENSG00000235098.8 protein_coding ANKRD65 0.0194420762497578 4.09091612700753 0.423672073479325 0.671865414002423 0.875881513372705 0.423589226105592 0.60498142617574
chr1 ENSG00000205116.3 protein_coding TMEM88B 0.0701913564165213 1.19080862942427 0.703325044219565 0.48197490146276 0.769902167479561 0.703129737406948 0.531780274142378
chr1 ENSG00000225285.1 lincRNA LINC01770 0.0576410473371541 -1.46059769319234 0.727489100075708 0.467053982115222 0.760031815768313 0.727280759680257 0.524962708793689
chr1 ENSG00000215915.9 protein_coding ATAD3C -0.0269542743318063 1.82696268386049 -0.399570088222517 0.689530091171375 0.884153424945175 -0.399492849844752 0.610694930552653
chr1 ENSG00000160072.19 protein_coding ATAD3B 0.0189181273168762 3.65317193061801 0.71034481184958 0.477602725348962 0.767642138004755 0.710163543549826 0.530219245813783
chr1 ENSG00000197785.13 protein_coding ATAD3A -0.0126197528178511 3.66975476833886 -0.563169350686121 0.573400602888036 0.828752060252525 -0.56305034416975 0.572428571333835
chr1 ENSG00000205090.8 protein_coding TMEM240 -0.0528931175585141 3.47312717430867 -1.71974209450301 0.0856897379794294 0.354059824494708 -1.71858624533696 0.244553189334405
chr1 ENSG00000160075.11 protein_coding SSU72 0.0248024143684335 6.41100362350495 1.70535533056237 0.0883289310730787 0.358781726379896 1.70427924225684 0.247814661226605
chr1 ENSG00000215014.4 lincRNA RP5-832C2.5 0.0317882302732862 0.620179519443989 0.661498193969111 0.50839981713288 0.78635481078442 0.661331386906036 0.543144303932899
chr1 ENSG00000228594.3 protein_coding FNDC10 -0.0998536174668211 4.11909540121673 -2.71655327151098 0.00667581530745935 0.0928360758522695 -2.71259743050208 0.0641229443847916
chr1 ENSG00000197530.12 protein_coding MIB2 -0.0213273261059065 5.91530356864279 -0.905596817883205 0.365299963034029 0.684940727809104 -0.905312298046606 0.47309643145702
chr1 ENSG00000248333.8 protein_coding CDK11B 0.0179580655230665 4.79890105589191 0.697382573099759 0.485667587257424 0.772099345943012 0.697216064025896 0.533297890555199
chr1 ENSG00000189339.11 protein_coding SLC35E2B -0.00731743550467379 5.26059890963591 -0.288712299745197 0.772844804545413 0.919477592065297 -0.288655780897007 0.63509373869796
chr1 ENSG00000008128.22 protein_coding CDK11A -0.020264762571484 3.4024677677603 -0.697137218186063 0.48583625255988 0.772211695786872 -0.696946536959735 0.533375491883383
chr1 ENSG00000215790.6 protein_coding SLC35E2 -0.0286799431254253 1.63097396571491 -0.684242873964776 0.493928981062099 0.77840934819016 -0.684073141335128 0.537656281616511
chr1 ENSG00000008130.15 protein_coding NADK 0.0510919169900949 4.61110343044021 2.2776920986815 0.022879172805101 0.180518093414024 2.27544626306161 0.124685921482248
chr1 ENSG00000078369.17 protein_coding GNB1 -0.00743203018736937 8.61426338797005 -0.417686108328385 0.676243156470563 0.877426402482524 -0.417595132120009 0.60604849883645
chr1 ENSG00000169885.9 protein_coding CALML6 0.152194015030326 -0.790572961274271 2.11626813815396 0.0345017312132579 0.224496962176156 2.11415850997707 0.155062631504199
chr1 ENSG00000178821.12 protein_coding TMEM52 -0.0542693458917324 -0.0872339478622697 -0.764463589602925 0.44473624020416 0.744086229370461 -0.764219848559897 0.513948909035506
chr1 ENSG00000142609.17 protein_coding CFAP74 -0.116429108170478 1.79289664382531 -1.70611865150886 0.0882020968441259 0.358462931569239 -1.70495886327971 0.247594465987565
