chr gene_id gene_type gene_name logFC AveExpr t P.Value adj.P.Val z.std qvalue
chr1 ENSG00000186092.4 protein_coding OR4F5 2.29730950868428 -4.31886816655368 4.65559751723917 3.50522387580353e-06 3.78191748549977e-05 4.6387502130102 1.52178777688718e-05
chr1 ENSG00000228463.9 lincRNA AP006222.2 0.0143352970106272 -0.59093843259906 0.05975705939864 0.952357940080793 0.971345310781123 0.0597459929238012 0.390855016470053
chr1 ENSG00000237094.11 lincRNA RP4-669L17.10 0.743291411730714 -1.88698993426944 2.45099426501762 0.0143586165741783 0.0428697332964442 2.44816429350542 0.0172501479419033
chr1 ENSG00000237491.8 lincRNA RP11-206L10.9 0.810749188821131 0.457889804781418 5.03384036033629 5.36262072851159e-07 7.27790264436285e-06 5.01286254072024 2.92852060575898e-06
chr1 ENSG00000177757.2 lincRNA FAM87B 1.28003831918688 -2.23158711785446 4.16943589357464 3.24244474072915e-05 0.000261929450440839 4.15573429476307 0.000105396544905044
chr1 ENSG00000225880.5 lincRNA LINC00115 0.222088425634188 0.205514607930774 1.37286987376688 0.169990207052907 0.294401689773729 1.37223527623957 0.118462894738008
chr1 ENSG00000230699.2 lincRNA RP11-54O7.1 1.18250168316019 -1.68812452113548 4.19588506233148 2.87304340333087e-05 0.000236177848912861 4.18330277755911 9.50344805314026e-05
chr1 ENSG00000223764.2 lincRNA RP11-54O7.3 0.937906302529949 -1.03442586089033 3.38528788136753 0.000730000981944277 0.00366657170535468 3.37805643216354 0.00147537433740488
chr1 ENSG00000187634.11 protein_coding SAMD11 0.826710238625153 0.956229303413549 3.04719258221897 0.00235102177270629 0.00969557784573071 3.04188438398587 0.00390135742306957
chr1 ENSG00000188976.10 protein_coding NOC2L -0.125988420583747 5.0334538924897 -2.36230683814633 0.0182838893705575 0.0520763541006327 -2.35981827186142 0.0209547562682264
chr1 ENSG00000187961.13 protein_coding KLHL17 0.248397261902886 2.74303208332856 2.67345436841113 0.00758537308492752 0.0255858482132695 2.66998900468029 0.010295367686241
chr1 ENSG00000187583.10 protein_coding PLEKHN1 1.95209204722096 -2.56011333250119 5.32931702316688 1.13405855563228e-07 1.82623627293657e-06 5.30381723705953 7.34850521863151e-07
chr1 ENSG00000187642.9 protein_coding PERM1 1.76808917459277 -1.86347467694271 5.69638256183142 1.46351477071684e-08 2.86568042138535e-07 5.66578671760111 1.15310750550467e-07
chr1 ENSG00000272512.1 lincRNA RP11-54O7.17 0.265762678409902 1.72117637926467 1.3956700244515 0.163032816842106 0.285787522049684 1.39494370304106 0.114996680786813
chr1 ENSG00000188290.10 protein_coding HES4 0.684730872401759 3.58431043863005 4.01160717289009 6.32000868771521e-05 0.0004658510246628 4.00053257222727 0.000187451576587884
chr1 ENSG00000187608.8 protein_coding ISG15 0.039357958547527 3.93400524135945 0.225171321602282 0.821877639047267 0.886754605179561 0.225130648254989 0.356816965053998
chr1 ENSG00000188157.14 protein_coding AGRN 0.373487514686593 6.19027503776626 4.25230849270261 2.24315871998395e-05 0.000189914904281917 4.23920187518389 7.64189544306592e-05
chr1 ENSG00000131591.17 protein_coding C1orf159 0.134124075226921 3.9044895327978 1.75368184116308 0.0796851415928575 0.165376845313477 1.75251588065736 0.0665452016716736
chr1 ENSG00000223823.1 lincRNA LINC01342 1.76270176381146 -3.842973024789 3.9751542264735 7.39072369888823e-05 0.000532960874138323 3.96334376787516 0.000214455589507826
chr1 ENSG00000162571.13 protein_coding TTLL10 -0.265937234120637 -1.96460776944631 -0.808947025428283 0.41869598854199 0.563407034858553 -0.808685642800252 0.226706675210999
chr1 ENSG00000186891.13 protein_coding TNFRSF18 0.317999014906441 -1.25464947434533 1.06388390518705 0.287549042056806 0.43304188371514 1.06351373006148 0.174249662517641
chr1 ENSG00000186827.10 protein_coding TNFRSF4 0.726615023171921 -1.28839613957094 2.53160352307507 0.0114529821132414 0.0358305237805159 2.52856517148557 0.014417673928031
chr1 ENSG00000078808.16 protein_coding SDF4 -0.0029444540891065 5.81492677155711 -0.0521221045103285 0.958438078161956 0.975029405150623 -0.0521137233643927 0.392337441668883
chr1 ENSG00000176022.4 protein_coding B3GALT6 0.072748494766456 4.03312121187758 0.994437876679382 0.320163336685307 0.466648064944145 0.994122286099647 0.187772293833167
chr1 ENSG00000184163.3 protein_coding C1QTNF12 0.318907422626302 -1.17861108079101 1.39348812150207 0.163679398715223 0.286600817529252 1.39280290832978 0.115323938883942
chr1 ENSG00000260179.1 lincRNA RP5-902P8.12 1.18063074692329 -1.61281085231423 4.50173433881139 7.2577702140363e-06 7.12284748180265e-05 4.48598542742626 2.86612869688417e-05
chr1 ENSG00000160087.20 protein_coding UBE2J2 0.218601269630832 4.82541167866733 4.04259685196177 5.54715195631465e-05 0.000415807573694571 4.03129011783424 0.000167314830535467
chr1 ENSG00000230415.1 lincRNA LINC01786 -0.211756717734268 -0.217747360660166 -1.29829485477863 0.194392061068372 0.325520433623369 -1.29769529504331 0.130984617965454
chr1 ENSG00000162572.20 protein_coding SCNN1D -0.115703290202677 4.34413357342709 -1.59887749993252 0.110052905301207 0.211819914912628 -1.59795539090421 0.0852332074010659
chr1 ENSG00000131584.18 protein_coding ACAP3 -0.336966984671759 7.39563071720931 -4.83020804854536 1.49944353430799e-06 1.80763839847735e-05 -4.8113098430834 7.27367011676417e-06
chr1 ENSG00000169972.11 protein_coding PUSL1 0.0868156577729255 2.31434361619998 0.950875510044523 0.341815786840125 0.488595340583016 0.950583620185611 0.196603553619046
chr1 ENSG00000127054.20 protein_coding INTS11 -0.0954799412725768 5.93692649775321 -2.3323971006706 0.0198064416148602 0.0553445454187977 -2.32999450372106 0.0222698282177286
chr1 ENSG00000224051.6 protein_coding CPTP 0.350467484263236 4.34460737021408 5.21105357364342 2.13137412383555e-07 3.20504455572937e-06 5.18749870031316 1.28966262431377e-06
chr1 ENSG00000169962.4 protein_coding TAS1R3 0.565134605902545 -0.395187263603507 3.14757571148346 0.00168046373030762 0.00739104340797464 3.14156696862701 0.00297404677913327
chr1 ENSG00000107404.19 protein_coding DVL1 -0.0797701186637643 6.70847816042987 -1.223117168392 0.221473063887523 0.358724854746697 -1.22262050716616 0.144345586944241
chr1 ENSG00000162576.16 protein_coding MXRA8 0.0711836722905594 4.2689212041705 0.719648381369129 0.47185010264797 0.613739325046105 0.719472074078403 0.246959645902144
chr1 ENSG00000175756.13 protein_coding AURKAIP1 -0.167511419931974 5.90772353915098 -3.2523998494803 0.0011694166336678 0.00547832818100605 -3.24623646206425 0.00220439840255529
chr1 ENSG00000221978.11 protein_coding CCNL2 -0.197847633082864 6.51398756839827 -4.10901469193364 4.17976540888524e-05 0.000326051921615843 -4.09731135647393 0.000131198480889119
chr1 ENSG00000242485.5 protein_coding MRPL20 -0.295131070318473 5.1615398719315 -5.64060226598485 2.00992927094938e-08 3.80037338492872e-07 -5.61114442504111 1.52921415841722e-07
chr1 ENSG00000272455.1 lincRNA RP4-758J18.13 -0.0756444140471232 1.57154662770356 -0.676068130369254 0.499098506526159 0.638988916305329 -0.67590886879866 0.257119708753068
chr1 ENSG00000235098.8 protein_coding ANKRD65 -0.0610615205798994 4.09091612700753 -0.474332696743765 0.635333183664318 0.750291199178897 -0.474233813056326 0.301906104613382
chr1 ENSG00000205116.3 protein_coding TMEM88B -0.0258739884105827 1.19080862942427 -0.0942783720971704 0.924901046497667 0.954025260856191 -0.0942619856196353 0.383885684015843
chr1 ENSG00000225285.1 lincRNA LINC01770 0.839282233809779 -1.46059769319234 3.71122293732002 0.000214067725268646 0.00130673661291111 3.70180902294261 0.000525811526233313
chr1 ENSG00000215915.9 protein_coding ATAD3C 0.460206114907547 1.82696268386049 2.42164050162434 0.0155711398663986 0.0456684654287529 2.41881540433349 0.018376316444008
chr1 ENSG00000160072.19 protein_coding ATAD3B -0.050241568569632 3.65317193061801 -0.674629383098629 0.500019617577599 0.639625874095861 -0.674458883582433 0.257376011166788
chr1 ENSG00000197785.13 protein_coding ATAD3A 0.432582086881674 3.66975476833886 6.74365287649199 2.17104688998719e-11 8.21903124163351e-10 6.69403147508187 3.30721686269654e-10
chr1 ENSG00000205090.8 protein_coding TMEM240 -0.437921040498069 3.47312717430867 -4.98702446247424 6.8339521846024e-07 9.06798743757042e-06 -4.96602394139498 3.64882430575759e-06
chr1 ENSG00000160075.11 protein_coding SSU72 -0.102877013487027 6.41100362350495 -2.49158965893741 0.0128207631249753 0.0392141803377831 -2.48870962449782 0.0157792073855366
chr1 ENSG00000215014.4 lincRNA RP5-832C2.5 0.164728307388744 0.620179519443989 1.21555093106362 0.224345578522847 0.361917364922896 1.2150537846702 0.145630205919233
chr1 ENSG00000228594.3 protein_coding FNDC10 0.792967539974227 4.11909540121673 7.65643638430843 3.42661973717518e-14 2.16680353563572e-12 7.58109068471587 8.71889761764757e-13
chr1 ENSG00000197530.12 protein_coding MIB2 -0.123847620885961 5.91530356864279 -1.82945305160934 0.0675239153859046 0.145399195622661 -1.82817084338748 0.0585064902965627
chr1 ENSG00000248333.8 protein_coding CDK11B 0.129889856316389 4.79890105589191 1.77648830537824 0.0758488043313611 0.159291716444317 1.77529734038339 0.0640966356282908
chr1 ENSG00000189339.11 protein_coding SLC35E2B 0.0262912735961507 5.26059890963591 0.374095474694961 0.708391564773334 0.80575410090726 0.374017139303213 0.324223557663197
